subject,number,section,times,locations,rating,workload
E&EB,223L,3,Th 13.30-16.30,SCL 144,4.47,3.02
E&EB,225,1,TTh 10.30-11.20,ESC 110,3.73,2.7
E&EB,275,1,TTh 11.35-12.50,OML 201,4.03,2.51
E&EB,290,1,MWF 11.35-12.25,WTS A60,3.38,2.93
E&EB,291L,1,Th 13.30-16.30,ESC 210,3.84,2.56
E&EB,291L,2,F 13.30-16.30,ESC 210,3.84,2.56
E&EB,320,1,TTh 13.00-14.15,OML 201,4.83,3.0
E&EB,336,1,T 13.30-15.20,WLH 202,3.65,2.74
E&EB,380,1,TTh 11.35-12.50,OML 551,4.63,4.13
E&EB,464,1,TTh 13.00-14.15,SA10 10,4.64,2.41
E&EB,469,1,1 HTBA,,4.28,3.47
E&EB,470,1,1 HTBA,,3.83,3.0
E&EB,474,1,1 HTBA,,4.22,3.51
E&EB,476,1,1 HTBA,,4.26,4.42
E&EB,496,1,1 HTBA,,4.28,3.47
E&EB,501,1,M 14.30-16.30,OML 551,3.0,3.0
E&EB,523L,1,T 13.30-16.30,SCL 142,4.28,3.47
E&EB,523L,2,W 13.30-16.30,SCL 143,4.28,3.47
E&EB,523L,3,Th 13.30-16.30,SCL 144,4.28,3.47
E&EB,525,1,TTh 10.30-11.20,ESC 110,3.06,1.97
E&EB,545,1,M 14.30-16.30,OML 551,4.8,3.0
E&EB,575,1,TTh 11.35-12.50,OML 201,3.96,2.58
E&EB,610,1,1 HTBA,,4.33,2.67
E&EB,620,1,TTh 13.00-14.15,OML 201,3.25,1.75
E&EB,636,1,W 16.30-18.30,HLH17,4.67,3.5
E&EB,680,1,TTh 11.35-12.50,OML 551,4.63,4.13
E&EB,717,1,T 9.25-11.15,,4.11,3.04
E&EB,806,1,T 14.00-15.15,ESC 336,4.13,2.65
E&EB,810,1,TTh 10.30-11.20,OML 551,2.83,3.21
E&EB,815,1,Th 16.00-18.00,ESC 240,3.23,2.11
E&EB,902,1,1 HTBA,,5.0,5.0
E&RS,950,1,1 HTBA,,,
EALL,025,1,MW 13.00-14.15,LC 210,,
EALL,213,1,TTh 13.00-14.15,YK212 004,4.4,3.8
EALL,255,1,MW 13.00-14.15,WLH 205,4.25,2.5
EALL,270,1,MW 14.30-15.45,WLH 207,3.67,2.81
EALL,296,1,M 13.30-15.20,RKZ 08,4.62,2.84
EALL,303,1,W 13.30-15.20,ELM143 106,5.0,3.0
EALL,308,1,TTh 11.35-12.50,PH 207,3.88,3.33
EALL,318,1,W 15.30-17.20,WLH 003,4.1,3.7
EALL,470,1,1 HTBA,,4.29,3.5
EALL,471,1,1 HTBA,,4.29,3.5
EALL,491,1,1 HTBA,,4.29,3.5
EALL,492,1,1 HTBA,,4.29,3.5
EALL,493,1,1 HTBA,,4.29,3.5
EALL,513,1,TTh 13.00-14.15,YK212 004,4.4,3.8
EALL,555,1,MW 13.00-14.15,WLH 205,4.25,2.5
EALL,603,1,W 13.30-15.20,ELM143 106,4.38,2.7
EALL,608,1,TTh 11.35-12.50,PH 207,3.6,3.35
EALL,618,1,W 15.30-17.20,WLH 003,4.26,3.35
EALL,705,1,W 13.30-15.20,CO493 208,4.16,3.24
EALL,740,1,T 13.30-15.20,BASSLB L72,5.0,4.0
EALL,806,1,T 13.30-15.20,LORIA 259,4.13,3.32
EALL,823,1,1 HTBA,,,
EALL,900,1,1 HTBA,,,
EALL,990,1,1 HTBA,,,
EAST,220,1,TTh 13.30-14.20,WTS A51,3.95,3.14
EAST,237,1,TTh 13.30-14.20,LORIA B51,,
EAST,252,1,MW 13.00-14.15,WLH 205,3.86,2.71
EAST,301,1,TTh 11.35-12.25,WLH 208,4.41,3.03
EAST,309,1,1 HTBA,,4.2,3.43
EAST,326,1,Th 13.30-15.20,RKZ 08,4.68,3.23
EAST,360,1,MW 13.00-14.15,WTS A51,,
EAST,375,1,TTh 11.35-12.50,WLH 116,3.61,3.32
EAST,390,1,Th 13.30-15.20,WLH 204,4.79,2.5300000000000002
EAST,391,1,M 13.30-15.20,RKZ 08,4.36,2.64
EAST,402,1,M 13.30-15.20,RKZ 04,4.34,3.56
EAST,406,1,M 15.30-17.20,RKZ 04,3.25,2.75
EAST,414,1,Th 9.25-11.15,RKZ 08,3.29,3.38
EAST,417,1,M 13.30-15.20 + 1,SA10 105,3.67,2.73
EAST,454,1,T 15.30-17.20,WLH 112,4.59,3.58
EAST,474,1,W 9.25-11.15,LORIA 258,5.0,1.83
EAST,480,1,1 HTBA,,3.9699999999999998,3.98
EAST,492,1,1 HTBA,,3.5,4.5
EAST,531,1,W 13.30-15.20,LORIA 258,,
EAST,806,1,T 13.30-15.20,LORIA 259,4.13,3.32
EAST,900,1,1 HTBA,,4.32,3.11
EAST,910,1,1 HTBA,,4.32,3.11
ECON,002,1,TTh 9.00-10.15,SML 118A,,
ECON,108,1,TTh 13.00-14.15 + 1,WLH 114,4.02,3.07
ECON,110,1,TTh 14.30-15.45,WLH 114,3.99,2.96
ECON,110,2,MW 9.00-10.15 + 1,WLH 114,3.21,3.01
ECON,110,3,MW 11.35-12.50 + 1,WLH 120,3.21,3.01
ECON,110,4,TTh 9.00-10.15,WLH 208,3.61,3.01
ECON,110,5,TTh 11.35-12.50,WLH 120,3.19,2.85
ECON,110,6,TTh 13.00-14.15,WLH 120,3.19,2.85
ECON,111,1,TTh 11.35-12.50,WLH 207,3.93,2.89
ECON,111,2,TTh 13.00-14.15,WLH 207,3.93,2.89
ECON,115,1,MW 13.00-14.15,YSB MARSH,3.71,2.74
ECON,116,1,MW 13.00-14.15,DAVIES AUD,3.15,2.91
ECON,117,1,TTh 11.35-12.50,DAVIES AUD,3.04,3.36
ECON,121,1,MW 11.35-12.50,DAVIES AUD,3.12,3.73
ECON,122,1,MW 13.00-14.15,OML 202,2.95,3.35
ECON,123,1,TTh 13.00-14.15,WTS A53,2.26,3.44
ECON,126,1,MW 13.00-14.15,WLH 113,3.7199999999999998,3.22
ECON,136,1,TTh 14.30-15.45,WLH 113,3.89,3.39
ECON,159,1,TTh 9.00-10.15,DAVIES AUD,3.54,2.9699999999999998
ECON,171,1,TTh 10.30-11.20 + 1,GR109 ROSENFELD,2.83,1.87
ECON,182,1,MW 14.30-15.45,LUCE 101,3.2,3.26
ECON,184,1,MW 9.00-10.15,WLH 119,4.0,3.23
ECON,252,1,MW 11.35-12.50,EVANS 4410,3.17,3.31
ECON,301,1,MW 13.00-14.15,WLH 120,4.25,2.5
ECON,325,1,TTh 14.30-15.45,WLH 211,2.74,3.85
ECON,326,1,MW 9.00-10.15,HLH17 05,2.0,2.0
ECON,339,1,MW 8.30-9.50,EVANS 4230,4.53,3.47
ECON,351,1,TTh 13.00-14.15,WLH 113,3.4,3.99
ECON,360,1,TTh 10.10-11.30,EVANS 4230,3.77,3.7199999999999998
ECON,360,2,TTh 13.00-14.20,EVANS 4230,3.77,3.7199999999999998
ECON,361,1,W 16.10-19.10,EVANS 2200,4.23,2.94
ECON,365,1,TTh 14.30-15.45 + 1,LUCE 101,3.3,3.5
ECON,366,1,TTh 14.30-15.45 + 1,HLH17 05,4.58,4.4
ECON,375,1,TTh 13.00-14.15,HLH17 113,4.15,3.68
ECON,403,1,TTh 14.30-15.45,WTS A46,4.4,3.6
ECON,409,1,MW 9.00-10.15,WLH 211,4.16,3.0
ECON,410,1,TTh 13.00-14.15,HLH17 05,3.21,2.36
ECON,411,1,TTh 13.00-14.15,WLH 117,3.75,2.5
ECON,416,1,TTh 9.00-10.15,WLH 114,3.87,3.37
ECON,429,1,WF 16.00-17.15 + 1,WLH 114,3.33,2.33
ECON,433,1,MW 9.00-10.15,ML 104,2.88,2.52
ECON,439,1,MW 13.00-14.15,HLH17 05,3.09,2.64
ECON,445,1,MW 11.35-12.50,HLH17 113,4.41,3.22
ECON,447,1,MW 13.00-14.15,HLH17 115,,
ECON,449,1,Th 9.25-11.15,WLH 202,4.44,2.89
ECON,457,1,W 13.30-15.20,RKZ 08,3.46,2.95
ECON,458,1,W 13.30-15.20,HLH28 B-1,4.0,2.7
ECON,461,1,T 13.00-14.50,LEPH 115,3.68,2.71
ECON,463,1,Th 15.30-17.20,WLH 202,4.64,3.43
ECON,465,1,M 9.25-11.15,LUCE 202,3.88,3.94
ECON,470,1,M 15.30-17.20,WTS A68,4.31,3.8200000000000003
ECON,471,1,F 9.25-11.15,LC 104,3.93,2.16
ECON,473,1,T 13.30-15.20,RKZ 301,3.98,3.59
ECON,474,1,T 15.30-17.20,WLH 112,4.59,3.58
ECON,477,1,M 13.30-15.20,WTS A35,3.68,3.18
ECON,492,1,1 HTBA,,4.18,4.18
ECON,499,1,1 HTBA,,5.0,4.38
ECON,501,1,TTh 9.00-10.20,HLH17 05,3.44,3.88
ECON,511,1,MW 10.30-11.50,HLH28 B-8,4.29,3.87
ECON,521,1,M 14.00-17.00,HLH28 108,4.0,2.5
ECON,523,1,T 12.00-13.00,HLH28 106,,
ECON,526,1,W 16.00-19.00,HLH28 108,4.0,2.67
ECON,528,1,T 16.00-19.00,HLH28 108,,
ECON,531,1,TTh 13.00-14.20,HLH28 B-1,4.67,4.33
ECON,538,1,W 14.30-15.50,HLH28 106,,
ECON,541,1,Th 12.00-13.00,HLH28 106,,
ECON,543,1,T 14.30-15.50,HLH28 106,,
ECON,551,1,MW 13.00-14.20,HLH28 B-8,3.5700000000000003,3.16
ECON,552,1,TTh 13.00-14.20,HLH28 108,4.72,3.17
ECON,553,1,T 15.00-18.00,HLH28 B-8,4.75,3.15
ECON,554,1,Th 16.00-18.30,HLH28 B-1,4.0,3.0
ECON,559,1,TTh 14.30-15.50,LUCE 202,4.06,3.46
ECON,568,1,W 16.00-17.30,HLH28 106,,
ECON,569,1,M 14.30-15.50,HLH28 B-8,,
ECON,571,1,M 12.00-13.00,HLH28 B-1,,
ECON,581,1,TTh 10.30-11.50,HLH28 B-8,3.64,3.13
ECON,589,1,M 16.00-17.30,HLH28 106,,
ECON,601,1,TTh 10.30-11.50,HLH28 106,4.36,2.56
ECON,607,1,Th 12.00-13.00,HLH28 B-8,,
ECON,609,1,Th 14.30-16.00,,,
ECON,631,1,W 13.00-16.00,HLH28 108,3.71,3.42
ECON,639,1,Th 16.00-17.30,HLH28 106,,
ECON,640,1,T 12.00-13.00,,,
ECON,671,1,1 HTBA,,,
ECON,672,1,Th 16.10-19.10,EVANS 4230,4.85,3.27
ECON,674,1,W 13.00-16.00,EVANS 4400,4.68,3.03
ECON,676,1,W 8.30-11.30,EVANS 1556,4.23,2.94
ECON,677,1,W 8.30-11.30,EVANS 4220,,
ECON,681,1,TTh 9.00-10.20,HLH28 106,4.06,2.5
ECON,707,1,T 12.00-13.00,HLH28 B-8,,
ECON,721,1,M 14.00-17.00,WTS A30,4.5,4.0
ECON,728,1,W 14.30-15.50,EVANS,,
ECON,731,1,MW 10.30-11.50,HLH28 106,3.83,3.25
ECON,732,1,MW 14.30-15.45,LUCE 202,4.12,3.61
ECON,750,1,M 14.30-15.50,HLH28 106,,
ECON,756,1,M 12.00-13.00,HLH28 106,,
ECON,790,1,M 14.30-17.00,HLH28 B-1,4.5,3.33
ECON,899,1,1 HTBA,,,
EDST,107,1,F 14.30-16.20,AKW 100,3.99,3.14
EDST,127,1,T 14.30-16.20 + 1,CALHIL DCC,4.43,2.89
EDST,128,1,W 9.25-11.15,CALHIL DCC,4.23,2.83
EDST,160,1,TTh 14.30-15.45,DAVIES AUD,3.18,2.35
EDST,177,1,MW 11.35-12.25 + 1,LC 317,3.49,3.01
EDST,180,1,MW 11.35-12.50,SSS 114,3.3,2.18
EDST,191,1,T 9.25-11.15,CSC,4.28,2.76
EDST,223,1,1 HTBA,,,
EDST,225,1,Th 13.30-15.20,WLH 203,4.44,2.94
EDST,230,1,Th 15.30-17.20,WLH 204,4.43,2.86
EDST,240,1,W 19.00-20.50,LUCE 202,4.39,3.5
EDST,261,1,W 17.30-19.20,WLH 202,3.94,3.46
EDST,271,1,TTh 10.30-11.20 + 1,GR109 ROSENFELD,2.83,1.87
EDST,328,1,M 13.30-15.20,SSS 201,4.1,3.06
EDST,350,1,T 15.30-17.00,CSC SENN,4.29,2.03
EDST,377,1,Th 13.30-15.20,K 207,4.2,3.02
EDST,410,1,T 9.25-11.15,WTS B60,3.66,4.39
EDST,478,1,M 16.00-17.50,HEN 313,4.29,2.67
EDST,490,1,1 HTBA,,4.0,4.25
EENG,201,1,MW 10.30-11.20 + 1,HLH17 115,3.31,3.38
EENG,203,1,TTh 13.30-14.20,BCT CO31,3.61,3.06
EENG,236,1,1 HTBA,,3.87,3.41
EENG,245,1,MW 14.30-15.45 + 1,HLH17 113,4.2,3.2
EENG,310,1,TTh 14.30-15.45,DL 514,3.2800000000000002,3.95
EENG,348,1,MW 11.35-12.50,HLH17 05,4.67,3.39
EENG,400,1,TTh 9.00-10.15,HLH17 113,4.4,3.2
EENG,403,1,MW 9.00-10.15,BCT CO31,3.0,4.0
EENG,406,1,MW 13.00-14.15,HLH17 113,4.0,3.04
EENG,408,1,W 15.30-17.20,HLH17 115,3.6,2.8
EENG,434,1,MW 13.00-14.15,WLH 119,3.14,3.71
EENG,451,1,MW 14.30-15.45,DL 316,3.11,2.87
EENG,454,1,TTh 11.35-12.50,,3.54,3.5700000000000003
EENG,469,1,1 HTBA,,3.87,3.41
EENG,472,1,1 HTBA,,4.0,3.74
EENG,481,1,1 HTBA,,3.0,3.47
EGYP,120,1,TTh 9.00-10.15,WTS B51,4.45,3.36
EGYP,127,1,TTh 11.35-12.50,CO493 102,5.0,2.0
EGYP,135,1,T 13.30-15.20,WLH 115,3.6,4.2
EGYP,501,1,TTh 9.00-10.15,WTS B51,4.63,3.56
EGYP,520,1,TTh 11.35-12.50,CO493 102,5.0,2.0
EGYP,590,1,T 13.30-15.20,WLH 115,4.05,2.99
EGYP,599,1,1 HTBA,,4.05,2.99
EHS,503,1,Th 13.00-14.50 + 1,LEPH 115,3.64,2.5300000000000002
EHS,508,1,F 14.00-14.50 + 1,CO47 106A,3.79,3.21
EHS,511,1,F 15.00-16.50,LEPH 101,2.68,2.96
EHS,526,1,W 12.00-12.50,LEPH 101,3.07,2.19
EHS,531,1,TTh 8.30-9.50,LEPH 102,,
EHS,545,1,M 13.00-14.50,LEPH 101,3.9,2.23
EHS,562,1,Th 10.00-11.50,LEPH 103,,
EHS,567,1,MW 10.30-11.50,S 24,3.83,2.9699999999999998
EHS,568,1,W 14.30-16.20,HLH17 111,,
EHS,573,1,T 13.00-14.50,LEPH 108,4.18,2.14
EHS,600,1,1 HTBA,,,
EHS,610,1,1 HTBA,,,
EHS,620,1,1 HTBA,,,
ELP,504,1,TTh 18.00-20.00,DOW B-21,3.61,3.1
ELP,506,1,W 16.00-18.00,DOW B-21,4.33,2.67
ELP,507,1,Th 16.00-18.00,DOW B-21,4.33,2.67
ELP,508,1,TTh 16.00-18.00,DOW 112,5.0,3.5
ELP,508,2,TTh 18.15-20.15,DOW 112,5.0,3.5
ELP,508,3,T 16.00-18.00,DOW 215,5.0,3.5
ELP,514,1,MW 18.00-20.00,DOW 215,3.99,3.11
ELP,514,2,TTh 17.00-19.00,DOW 100,3.99,3.11
ELP,515,1,MW 18.00-20.00,DOW 112,3.71,2.58
ELP,515,2,MW 16.00-18.00,DOW 112,3.71,2.58
ELP,515,3,TTh 18.00-20.00,DOW 215,4.1,1.98
ELP,524,1,T 17.00-19.00,DOW 106,5.0,2.0
EMD,518,1,TTh 8.30-9.50,CO47 106B,4.07,3.01
EMD,526,1,Th 12.00-12.50,CO47 106B,3.89,4.21
EMD,530,1,T 8.00-9.50,LEPH 103,3.88,2.71
EMD,531,1,TTh 10.00-11.20,LEPH 115,,
EMD,535,1,TTh 13.00-14.20,WTS A74,3.91,3.16
EMD,536,1,T 13.00-14.50,CO47 106A,2.95,2.91
EMD,539,1,MW 13.00-14.20,LEPH 115,3.89,3.01
EMD,548,1,TTh 9.00-10.15,ESC 110,4.25,4.75
EMD,553,1,TTh 13.00-14.20,LEPH 101,3.5300000000000002,3.8
EMD,563,1,1 HTBA,,4.8,3.8
EMD,566,1,F 10.30-11.50,CO47 106A,3.85,3.09
EMD,582,1,W 13.00-14.50,LEPH 101,3.89,4.21
EMD,584,1,1 HTBA,,3.7800000000000002,3.94
EMD,600,1,1 HTBA,,,
EMD,671,1,1 HTBA,,3.89,2.42
ENAS,100,1,MW 14.30-15.45,AKW 100,2.58,2.81
ENAS,110,1,TTh 11.35-12.50,LUCE 101,3.66,2.74
ENAS,120,1,TTh 13.00-14.15,WTS A30,3.61,2.7
ENAS,130,1,MW 14.30-15.45,DAVIES AUD,3.21,3.23
ENAS,151,1,TTh 11.35-12.50,ML 211,4.11,3.59
ENAS,194,1,MW 14.30-15.45,ML 211,3.83,3.65
ENAS,220,1,MW 13.00-14.15,SPL 57,4.03,3.69
ENAS,345,1,1 HTBA,,,
ENAS,360,1,MW 13.00-14.15,BCT CO31,3.92,3.5
ENAS,450,1,1 HTBA,,,
ENAS,500,1,TTh 9.00-10.15,ML 104,2.04,4.29
ENAS,502,1,MW 13.00-14.15,WLH 119,3.41,3.8200000000000003
ENAS,508,1,1 HTBA,,3.71,2.01
ENAS,509,1,TTh 9.00-10.15,HLH17 113,,
ENAS,514,1,MW 13.00-14.15,LOM 206,3.89,2.92
ENAS,517,1,MW 17.30-19.30,BASS 405,3.75,3.2
ENAS,519,1,1 HTBA,,3.35,1.6099999999999999
ENAS,535,1,TTh 9.00-10.15,ML 211,4.0,2.0
ENAS,541,1,TTh 13.00-14.15,SPL 56,3.67,4.0
ENAS,549,1,TTh 13.00-14.15,HLH17 115,3.01,3.89
ENAS,551,1,MW 9.00-10.15,HLH17 115,3.5300000000000002,3.89
ENAS,555,1,TTh 13.00-14.15,HLH17 03,4.8,2.93
ENAS,556,1,W 15.30-17.20,WLH 015,2.9699999999999998,3.98
ENAS,561,1,TTh 14.30-15.45,SPL 56,3.84,3.42
ENAS,567,1,MW 16.00-17.15,ML 104,4.0,3.0
ENAS,570,1,MWF 9.25-10.15,HLH17 03,4.4,2.27
ENAS,585,1,W 15.30-17.20,GR109 ROSENFELD,3.79,2.73
ENAS,600,1,MW 19.00-20.15,BCT CO31,4.39,4.11
ENAS,602,1,TTh 9.00-10.15,HLH17 03,3.65,2.8
ENAS,609,1,MW 14.30-15.45,WTS A48,3.64,2.38
ENAS,640,1,TTh 13.00-14.15,ESC 110,4.2,3.75
ENAS,642,1,TTh 14.30-15.45,WTS A48,4.37,3.52
ENAS,660,1,MW 13.00-14.15,BCT CO31,4.07,3.67
ENAS,711,1,TTh 14.30-15.45,ML 104,3.1,2.06
ENAS,725,1,1 HTBA,,,
ENAS,758,1,MW 13.00-14.15,HLH17 111,4.75,2.75
ENAS,787,1,MW 11.35-12.50,ML 104,3.5,3.56
ENAS,805,1,MW 13.00-14.15,AKW 100,3.64,2.5300000000000002
ENAS,806,1,MW 13.00-14.15,HLH17 113,4.0,3.04
ENAS,848,1,TTh 14.30-15.45,HLH17 03,4.75,2.75
ENAS,851,1,TTh 13.00-14.15,BCT 408,3.0,4.0
ENAS,951,1,MW 14.30-15.45,DL 316,3.4,3.0
ENAS,963,1,TTh 14.30-15.45,HLH17 335,5.0,2.8
ENAS,986,1,MW 9.00-10.15,BCT CO31,3.0,4.0
ENAS,990,1,1 HTBA,,,
ENAS,994,1,TTh 11.35-12.50,ML 104,3.67,3.33
ENGL,023,1,MW 11.35-12.50,LC 205,5.0,2.35
ENGL,028,1,MW 13.00-14.15,LC 204,,
ENGL,030,1,T 13.30-15.20 + 1,YK212 106 + 1,4.31,3.06
ENGL,114,1,MW 11.35-12.50,LC 212,3.83,3.62
ENGL,114,2,MW 11.35-12.50,LC 206,4.25,3.13
ENGL,114,3,MW 14.30-15.45,LC 206,4.25,3.13
ENGL,114,4,TTh 13.00-14.15,YK220 004,4.04,3.43
ENGL,114,5,TTh 11.35-12.50,LC 206,4.04,3.43
ENGL,114,6,TTh 9.00-10.15,LC 210,4.05,3.31
ENGL,114,7,TTh 14.30-15.45,LC 208,4.51,3.04
ENGL,114,8,MW 11.35-12.50,LC 104,4.04,3.43
ENGL,114,9,MW 9.00-10.15,LC 104,4.04,3.43
ENGL,114,10,MW 13.00-14.15,YK220 100,3.88,3.13
ENGL,114,11,MW 16.00-17.15,LC 213,4.5600000000000005,3.33
ENGL,114,12,MW 11.35-12.50,LC 213,4.04,3.43
ENGL,114,13,TTh 16.00-17.15,LC 318,4.04,3.43
ENGL,115,1,MW 14.30-15.45,WLH 205,4.14,3.3
ENGL,115,2,TTh 11.35-12.50,LC 213,4.2,3.7
ENGL,115,3,MW 13.00-14.15,YK212 004,4.14,3.3
ENGL,115,4,TTh 13.00-14.15,LC 212,4.14,3.3
ENGL,120,1,MW 9.00-10.15,LC 210,4.49,3.31
ENGL,120,2,MW 14.30-15.45,LC 212,4.0,3.2
ENGL,120,3,MW 13.00-14.15,LC 203,4.17,3.0
ENGL,120,4,TTh 11.35-12.50,LC 319,4.36,3.47
ENGL,120,5,MW 11.35-12.50,LC 208,4.35,3.4
ENGL,120,6,TTh 13.00-14.15,YK220 002,4.29,3.18
ENGL,120,7,TTh 13.00-14.15,LC 105,4.36,3.47
ENGL,120,8,TTh 14.30-15.45,LC 105,4.21,3.42
ENGL,120,9,TTh 11.35-12.50,LC 212,4.49,3.31
ENGL,121,1,MW 11.35-12.50,LC 105,4.82,4.11
ENGL,121,2,MW 13.00-14.15,LC 208,4.46,3.58
ENGL,121,3,TTh 11.35-12.50,LC 318,4.55,3.25
ENGL,121,4,TTh 13.00-14.15,SML M104A,4.75,3.5
ENGL,121,5,TTh 13.00-14.15,LC 208,4.51,3.0
ENGL,121,6,TTh 11.35-12.50,LC 204,4.61,3.5700000000000003
ENGL,125,1,TTh 13.00-14.15,LC 210,4.26,3.38
ENGL,125,2,MW 14.30-15.45,LC 318,3.81,3.31
ENGL,126,1,TTh 11.35-12.50,LC 205,4.14,2.93
ENGL,126,2,TTh 14.30-15.45,LC 210,4.14,2.93
ENGL,126,3,TTh 13.00-14.15,LC 213,4.31,2.94
ENGL,127,1,1 HTBA,,4.16,3.32
ENGL,127,2,TTh 9.00-10.15,LC 206,4.14,3.43
ENGL,127,3,MW 13.00-14.15,LC 213,4.57,3.26
ENGL,128,1,MW 11.35-12.50,LC 204,4.19,3.4
ENGL,128,2,MW 9.00-10.15,LC 204,4.36,3.14
ENGL,130,1,TTh 14.30-15.45,LC 213,4.35,4.07
ENGL,130,2,TTh 11.35-12.50,WHC B-03,4.27,3.91
ENGL,149,1,MW 11.35-12.50,LC 318,4.37,2.13
ENGL,159,1,MW 11.35-12.25 + 1,WLH 117,4.17,3.14
ENGL,160,1,MW 13.30-14.20 + 1,LC 101,4.5600000000000005,3.36
ENGL,163,1,TTh 11.35-12.25 + 1,LORIA 250,4.32,3.71
ENGL,182,1,1 HTBA,,,
ENGL,196,1,1 HTBA,,3.6,2.62
ENGL,202,1,TTh 9.00-10.15,LC 318,4.75,3.0
ENGL,214,1,1 HTBA,,4.46,3.5
ENGL,221,1,W 9.25-11.15,BRBL 9,4.49,2.87
ENGL,223,1,T 13.30-15.20,LC 104,3.61,2.91
ENGL,232,1,MW 14.30-15.45,LC 213,4.53,3.07
ENGL,234,1,MW 11.35-12.50,WLH 203,4.51,3.55
ENGL,235,1,W 13.00-16.00,,4.89,2.89
ENGL,236,1,1 HTBA,,3.7199999999999998,3.9699999999999998
ENGL,240,1,M 15.30-17.20,WTS A42,4.0,2.5
ENGL,243,1,1 HTBA,,3.55,2.91
ENGL,254,1,1 HTBA,,4.33,2.83
ENGL,261,1,MW 14.30-15.45,LC 103,4.0,3.2
ENGL,264,1,M 13.30-15.20,LC 209,3.96,3.06
ENGL,272,1,TTh 11.35-12.50,LC 211 + 1,4.3,3.3
ENGL,275,1,TTh 11.35-12.50,LC 208,4.68,3.31
ENGL,281,1,1 HTBA,,3.7,2.7
ENGL,284,1,W 15.30-17.20,WLH 115,4.25,2.75
ENGL,287,1,MW 13.00-14.15,LC 205,4.29,2.49
ENGL,288,1,TTh 13.00-14.15,LC 318,4.6,2.71
ENGL,290,1,MW 14.30-15.45,LC 203,4.4,3.4
ENGL,294,1,MW 11.35-12.50,LC 103,4.25,2.63
ENGL,302,1,M 13.30-15.20,LC 105,3.5700000000000003,3.4
ENGL,305,1,T 13.30-15.20,LC 319,4.87,2.93
ENGL,312,1,MW 11.35-12.50,LC 210,4.31,3.43
ENGL,318,1,Th 13.30-15.20,LC 319,4.14,2.95
ENGL,326,1,Th 13.30-15.20,WLH 115,4.13,4.0
ENGL,333,1,1 HTBA,,4.15,3.31
ENGL,357,1,W 13.30-15.20,LC 104,4.16,3.6
ENGL,358,1,M 13.30-15.20,WLH 112,3.81,3.04
ENGL,362,1,M 13.30-15.20,WALL81 201,4.22,2.33
ENGL,379,1,M 15.30-17.20,LC 104,4.32,3.56
ENGL,395,1,MW 14.30-15.45,LC 210,4.59,3.33
ENGL,404,1,W 15.30-17.20,LC 208,4.43,3.15
ENGL,404,2,MW 14.30-15.45,LC 205,4.43,3.15
ENGL,407,1,T 13.30-15.20,WLH 013,4.44,3.2
ENGL,408,1,T 15.30-17.20,LC 212,3.75,3.5
ENGL,411,1,T 13.30-15.20,LC 204,4.29,2.55
ENGL,423,1,TTh 11.35-12.50,YK212 004A,4.83,3.83
ENGL,425,1,TTh 14.30-15.45,LC 318,4.29,3.2
ENGL,428,1,M 13.30-15.20,LC 104,4.43,4.14
ENGL,429,1,MW 11.35-12.50,SML 177,4.5,3.67
ENGL,432,1,TTh 11.35-12.50,LC 105,4.0,4.0
ENGL,444,1,T 9.25-11.15,LC 204,4.64,3.91
ENGL,447,1,T 9.25-11.15,LC 205,4.0,3.25
ENGL,450,1,M 13.30-15.20,LC 102,4.18,4.12
ENGL,455,1,Th 14.30-17.20,LC 212,4.8,4.39
ENGL,456,1,TTh 14.30-15.45,WLH 001,4.8,4.08
ENGL,460,1,M 13.30-15.20,WLH 202,4.29,2.7
ENGL,462,1,T 13.30-16.30,LC 203,3.89,3.88
ENGL,465,1,T 15.30-17.20,LC 205,4.37,2.8200000000000003
ENGL,465,2,Th 13.30-15.20,LC 206,4.34,3.06
ENGL,467,1,1 HTBA,,4.33,3.66
ENGL,473,1,W 13.30-15.20,LC 105,4.39,3.08
ENGL,478,1,W 13.30-15.20,YK220 003,4.29,3.5700000000000003
ENGL,480,1,1 HTBA,,5.0,4.4
ENGL,481,1,MW 13.30-15.20,YK220 201,4.6,3.61
ENGL,487,1,1 HTBA,,4.67,4.0
ENGL,488,1,1 HTBA,,4.47,3.36
ENGL,489,1,1 HTBA,,4.71,4.27
ENGL,490,1,1 HTBA,,4.55,4.39
ENGL,491,1,1 HTBA,,4.17,4.33
ENGL,588,1,W 9.25-11.15,BRBL 13,5.0,3.75
ENGL,756,1,Th 13.30-15.20,LC 319,4.86,3.43
ENGL,833,1,1 HTBA,,4.17,3.5
ENGL,847,1,M 9.25-11.15,LC 319,4.04,3.48
ENGL,885,1,T 9.25-11.15,LC 319,4.1,3.59
ENGL,940,1,M 15.30-17.20,WALL81 201,4.42,3.64
ENGL,946,1,W 13.30-15.20,WALL81 101,4.7,3.45
ENGL,948,1,M 13.30-15.20,WALL81 201,4.18,2.88
ENGL,964,1,W 11.00-14.00 + 1,PK217 206,4.2,3.17
ENGL,973,1,W 15.30-17.20,LC 319,4.75,3.5
ENGL,979,1,T 13.30-15.20,LORIA 360,3.94,3.55
ENGL,980,1,M 13.30-15.20,LC 319,3.94,2.94
ENGL,981,1,T 15.30-17.20,WLH 202,4.33,3.33
ENGL,995,1,1 HTBA,,,
ENRG,400,1,T 14.30-17.20,KGL 119,3.47,2.51
ENVE,120,1,TTh 13.00-14.15,WTS A30,3.61,2.7
